text,sentiment
"மாடுகளை வண்டிகளில் கட்டி வைப்பது வழக்கத்திற்கு மாறானதும், கொடுமையானதும் ஆகும், எனவே கால்நடைகளை கால்நடையாக நகர்த்துவது நல்லது.",angry
"சஹஜ யோகா ஷோபா யாத்ரா, இந்தி (கர்னல்) டிசம்பர்:",neutral
இன்று ஞாயிறு ஏன் ஆங்கிலத்தில்?,neutral
வீட்டில் இருப்பதன் அர்த்தம் என்ன?,neutral
உண்மையான தீபாவளி அவன் கையில்,happy
"யோகிராஜ் எப்படி செய்தார், ஏன் மகாராஷ்டிராவில் ஹண்டர் போன்ற நடவடிக்கை இல்லை?",angry
இது உண்மையில் ஒரு ஸ்டார்டர் அல்ல. நீங்கள் எதிர்பார்த்த நாள் இது,happy
இது அஜய் தேவ்கனின் தில் வாலே,neutral
ஸ்ரீ கணேச சம்ரித்தி எப்போது? .. .//,neutral
ஏனென்றால் அவர் வெளிநாட்டில் படித்து வருகிறார்,neutral
டேப் பாதி முடிக்கப்பட்டதாகத் தெரிகிறது. இறுதியில் இணைப்பை வழங்கவும்.,neutral
ஜனாதிபதி திரௌபதி முர்மு இன்று முதல் திரிபுரா மற்றும் அசாம் மாநிலங்களுக்கு மூன்று நாள் பயணமாகிறார்.,neutral
பணவீக்கம் உயரவில்லை என்றால் ஊதியம் குறையும்...,sad
இந்த நபர் மூன்றாம் தரப்பாக மாறுகிறார்!,happy
"அதைப் பற்றி எனக்கு எதுவும் தெரியாது, அதைப் பார்க்கிறேன்.",happy
இன்று முதல் உத்தவ் தாக்கரே மக்களிடம் கூறுவார்: 'பாலா சாகேப்பின் சிவசேனாவை தோற்கடிக்க விரும்புகிறோம் என்பதை அனைவரும் நினைவில் கொள்ள வேண்டும்.,angry
". அவளுடைய தலைமுடியும் கலைக்கப்பட்டது, அவள் ஒரு சங்கு ஷெல் காதணியை அணிந்திருக்கிறாள்.",happy
குறைந்தபட்சம் எங்களுக்கு விருப்பங்கள் உள்ளன,angry
இது ஒரு…,neutral
உங்கள் நகரப் பொறியாளரின் பெயர் மற்றும் எண்ணை என்னிடம் தெரிவிக்க முடியுமா?,neutral
குறிப்பு - எழுத்துப்பிழை திருத்தம் தேவை! மற்ற கட்டுரை நன்றாக உள்ளது.,neutral
இப்போது நீங்கள் ட்விட்டரில் இருந்து வெளியேறினாலும் இது வேலை செய்யும்,neutral
"ராதா-கிருஷ்ணர் சிலைகளை வீட்டில் வைத்தால், இந்த வாஸ்து விதிகளைப் பின்பற்ற வேண்டும்.",neutral
அதிக பணம் சம்பாதிப்பதை விட நீங்கள் சம்பாதிக்கும் பணத்தை திட்டமிடுவது முக்கியம்.,neutral
பந்து சிறிது குறைய வேண்டும்,neutral
ஷிண்டே குழுவிற்கு நிவாரணம் கொடுத்தால் தேர்தல் ஆணையம் ஷிண்டே குழுவை நிர்வகிக்கிறதா?,angry
விஷம் என்கிறீர்களா??,neutral
சக்தி என்பது சக்தி,neutral
"இவை அனைத்தும் உண்மைதான் ஆனால் கடவுள்களின் பிறப்பு, குழந்தைகளின் பொழுதுபோக்கு போன்ற கதைகள் ஏன் இல்லை?",happy
இப்ப நானா நல்லா இருக்கான்னு சொன்னாங்க.. கொஞ்சம் டெஸ்ட் பண்ணுங்க,neutral
"ஜெய்தீப் தாக்கரே அங்கு இருந்தார், ஜெய்தீப்புடன் அவரது மாமா உத்தவ் ஜி தாக்கரேயும் இருந்தார்.",neutral
"'பச்சை', இளமை அலங்காரம்; நிறமா... ./?",neutral
இப்போது ஏன் மானசபுத்திரனை இங்கு கொண்டு வந்தாய்?,angry
ஸ்லட் பான்பி குனிந்து... தூங்குகிறார் ஆனால்...,angry
இந்த படம் எப்பொழுது நிஜமாகும்...எப்படி...ஊகிக்க... பார்க்கலாம்...,happy
ஏன் அணிகிறார்கள்.. அது அவர்களுக்கு மட்டுமே பலன் தரும்,angry
ஏன் சார் சில உறவினர்கள்?,angry
மேலும் சிறை பயணம் இலவசம்,angry
அரசு அனுமதிக்கிறதா?,neutral
ஆங்கிலேயர் காலத்தைத் தவிர மற்ற அனைத்தும் பயன்படுத்தப்பட்டன. இன்னும் பல சேகரிப்பில் உள்ளன,neutral
கசாப்பு கடைக்கு போனா வீட்டில் வம்பு பண்ணாதே,neutral
அவர்கள் யார் தெரியுமா?,neutral
",,வாடோ மீ விகிதம்,,",neutral
தைராய்டை தவிர்க்க இந்த வழிமுறைகளை பின்பற்றவும்,neutral
திரு. ஷிண்டே ஒரு பொது நல முடிவை எடுத்தார்,happy
இது என்ன வசதி?,angry
அம்பாதாஸ் ஜலீலின் கால்களைப் பிடித்து மூன்று நாட்களாகிறது.,sad
"ஜன்னலுக்கு வெளியே பார்த்தவன் சற்று எச்சரிக்கையாக இருந்தான், அவன் மனதின் வாசலில் புயல் உறுமியது.",fear
இந்த மேடத்திற்கு நான்கு நிறுவப்பட்ட குழுக்கள் பொறுப்பு,angry
நானும்.. கோகர்ண மகாகணபதி மிக அருகில் இருக்கிறார்..,happy
நானே யோசித்தேன்,happy
மேலும் காதல் என்பது செய்ய முடியாத ஒன்று...!,neutral
"ஆனால், இவ்வளவு மழை பெய்தால் என்ன நடவடிக்கை எடுப்பது என்பதை நகராட்சி தான் முடிவு செய்ய வேண்டும்.",neutral
இப்போது உங்களுக்கு எல்லாம் தேவை.,neutral
இந்த காணொளியை பார்க்கும் போது இதை கேட்கிறேன்.,neutral
"கடலில் மூழ்கிய மனைவியின் குரல் செய்தி; ""ரவியுடன் நான் மகிழ்ச்சியாக இருக்கிறேன்""...",sad
அவர் இன்னும் இடைத்தேர்தலுக்கு செல்லவில்லையா?,neutral
தெய்வங்கள் குழந்தைகளா?,neutral
தேர்வு என்ன?,neutral
"அங்கீகரிக்கப்பட்ட மறுவிற்பனையாளர் இப்போது சர்குலர் ரோடு சங்வான் சௌக், டப்வாலி சாலையில் திறக்கப்பட்டுள்ளது",neutral
"மாநில உள்துறை அமைச்சரும், மத்திய உள்துறை அமைச்சரும் பதவி விலக வேண்டும்.",angry
தாதா இலவசம்,neutral
அதையும் கொடுக்க மாட்டார்கள்..,angry
"அனுமன் சாலிசாவை எதிர்த்ததால், ராமர் இறுதியாக வில் மற்றும் அம்புகளை எடுத்தார்.",angry
தன் மனதையே காத்துக் கொள்ள வேண்டும்...எப்போதும் பிறரை சார்ந்து இருப்பது எப்படி..!,sad
இன்று ராகுல் காந்தியின் இந்திய பயணம் குறித்து காங்கிரஸ் தலைவர் கருத்து.,neutral
தீபமும் அணைந்தது...,sad
டாயின் இன்றைய ட்வீட் அவரது சகோதரர் மற்றும் தாத்தாவுக்கு அர்ப்பணிக்கப்பட்டது.,neutral
இது எம்என்எஸ்ஸின் பாஜக எம்எல்ஏவின் சரண்.,angry
ஆம் புனே மாவட்டம் எங்கே என்று எனக்குத் தெரியும்,neutral
மழை மற்றும் பெருக்கெடுக்கும் தண்ணீருக்கு எதிராக நடவடிக்கை எடுக்க மாநகராட்சிக்கு உரிமை உள்ளதா?,neutral
"தாதா, சிவராய் மற்றும் பாஜி பிரபு சண்டையிட்டதா? வரலாற்றில் இதைப் பற்றி ஏதேனும் குறிப்பிடப்பட்டுள்ளதா?",neutral
பாலா சாகேப் இல்லாவிட்டால் இந்தப் படம் பார்த்திருக்காது.,sad
மேலும் படைப்பாற்றல் ஊக்குவிக்கப்படுகிறது.,neutral
அதுல் பாட்டீல்,neutral
அன்புடன் அழைத்தால் அவமானம் எங்கிருந்து வரும்??,angry
மகாராஷ்டிரா அதிகாரப் போட்டி செப்டம்பர் மாதம் விசாரணை: அரசியல் சாசன அமர்வு என்ன முடிவு எடுக்கும்? -,neutral
பள்ளிக் கல்வி அமைச்சர் தனது துறையின் மூலம் கல்விப் புரட்சியைக் கொண்டுவருவதற்கு ஒரு பெரிய சவாலை எதிர்கொள்கிறார்.,neutral
பாஜகவுக்கு மக்கள் தெளிவான வாக்கு.,happy
இந்த அன்பை பகிருங்கள்..,happy
அவை எப்போதாவது முடிவுக்கு வருமா?,neutral
"எனவே தெளிவாகப் பேசுங்கள், மக்கள் வேறு எந்த அர்த்தத்தையும் யோசனையையும் எடுக்கக்கூடாது.",neutral
இந்த மருந்துகள் ஒருவரின் துறைமுகத்தில் இறங்குகின்றன,angry
கடைசி வாக்கியம் - இந்த இடத்தில் வெள்ளைக்காரர்கள் மட்டும்தான் நக்குகிறார்கள் என்று சொல்கிறீர்களா?,angry
"பாலா சாஹேப் ஒருவர், அவர் தாக்கரே",happy
"... எனவே ஜோதி தேர்தல் சின்னத்தில் தேர்தல் நடந்தது, 'அந்த' சின்னம் சாகன் புஜபால் கதை!",neutral
கதையில் உங்களுக்கு இந்த உரிமை எங்கே இருக்கிறது?,angry
"தலைவரே, அரசாங்கத்தைப் புகழ்ந்து கொண்டே இருங்கள்.",neutral
ரோஹித்துக்கும் விராட்டுக்கும் இன்னும் வித்தியாசம் இருக்கிறதா? அனைத்து கேள்விகளுக்கும் பதில்களைப் பெற இந்த வீடியோவைப் பாருங்கள்,neutral
வீட்டிலிருந்து கிளம்பும் போது இந்தச் செய்தி வந்ததும் எப்படி இருக்கிறீர்கள்.,sad
சிரிக்காதே.. சிரித்து சிரித்தேன்... இது வரைக்கும்,happy
இவர்கள் நம் கொங்கன் அதிகாரிகளா..?,neutral
இங்கிருந்து வருகிறதா என்று பாருங்கள்.,neutral
அதுவரை தண்ணீர் இல்லாமல் வாழ வேண்டுமா...,sad
விளக்கம் தெளிவற்றதாகவும் தெளிவற்றதாகவும் உள்ளது.,neutral
இத்தனைக்கும் பிறகு ஏன் சிவசேனாவின் தேர்தல் சின்னத்தை நிறுத்தி வெற்றியை அறிவிக்கிறார்கள்...???,angry
சிபி ஜோஷி ராஜஸ்தானின் முதல்வராகப் போகிறார் என்று எழுதுங்கள்.,neutral
அதனால்தான் நான் உள்ளே போகவில்லை,neutral
ஒரு கேஸைக் கண்டுபிடிக்க முடியல... நீங்க உக் என்ற வக்கீல்,angry
மெகபூபா முப்தி உங்கள் சகோதரியா?,angry
சரஸ்வதி மாதாவின் அறிக்கையை இன்று பரிசீலிக்க பாபா சாகன் புஜபாலின் கோரிக்கை... ஜெய் ஸ்ரீ ராம்!!,happy
அது வேலை செய்ததா இல்லையா?,neutral
"அங்கிருந்து கொண்டு வரும்போது ஒன்றும் யோசிக்கவில்லை, பெயர் வைக்கும் போது ஏன் கேட்டீர்கள்?",angry
உனக்கு தெரியாதா,neutral
ஸ்வராஜ் சங்கமும் விதர்பாவில் பிரச்சாரம் செய்யுமாறு கேட்டுக் கொள்ளப்பட்டது.,neutral
"""கடந்த காலத்தை மாற்ற அல்லது எதிர்காலத்தை சாதகமாக பாதிக்க நான் இப்போது ஏதாவது செய்ய முடியுமா?""",neutral
கிராமப்புற மாணவர்களுக்கு சிவப்பு பேருந்து வசதியை வழங்குதல்./?=...,neutral
ஷிண்டேவிடம் இருந்து அனைத்தையும் திருடிய இந்த தலைவர்..! மகாராஷ்டிராவில் இந்த உரையைப் பற்றி விவாதிக்கவும்! ...,happy
இன்று பிற்பகல் 2.30 மணிக்குள் ராஜினாமா குறித்து முடிவெடுக்குமாறு ரிதுஜா லத்துக்கு நீதிமன்றம் உத்தரவிட்டுள்ளது,neutral
அது என்ன வகையான ஒலியை உருவாக்குகிறது?,happy
மான்... கடிதம் அவரது அறிவுறுத்தலின் பேரில் எழுதப்பட்டது... மான் இருமல்... இப்போது ஆட்டம் முடிந்தது,angry
அப்படியென்றால் வாக்லே ஒரு பத்திரிக்கையாளர் என்கிறீர்களா????,happy
"கௌஷல் இனாம்தார், மோஹித் கும்போஜ், சதானந்த், ராஷ்டிரபக்த் காக்கா போன்றோருக்குப் பிறகு அவர் பிரபலமாகிவிட்டார்.",angry
இது மராத்தி மாநில முனிசிபல் கார்ப்பரேஷனா?,neutral
குர்காயாவில் இது உண்மை என்கிறார் சந்திரகாந்த் கைரே,neutral
கெட்டுப்போக வேண்டும்.. எப்படி சாதாரணமானது..,happy
எதிர்காலத்தில் பாஜகவின் நிலை இதுதான்,sad
இந்த எண்ணெயை எந்த ஒரு நபரும் அல்லது அனைவரும் உட்கொள்ளக்கூடாது,neutral
ஆஷா பரேக் ஏன் திருமணம் செய்து கொள்ளவில்லை?; ஏனென்றால் நீங்கள் ஆச்சரியப்படுவீர்கள்!,happy
வெற்றி உங்களுடையதாக இருக்கும்,happy
மராத்தி வேட்பாளர்களின் வாக்குகளின் பங்கு காரணமாக இத்தகைய முடிவு எடுக்கப்பட்டது.,neutral
யமுனை நதிக்குப் போவோம்.,neutral
லானியை திருமணம் செய்வது லகா கா என்று அழைக்கப்படுகிறது,neutral
: இதுவே சிறந்த மற்றும் ஆபத்தான தொடக்க ஜோடி என்று கூறப்படுகிறது!,happy
அவர்கள் மீது என்ன நடவடிக்கை எடுக்கப்படும்??,angry
அணையில் தண்ணீர் இல்லை என்றால் அஜித் பவார் இப்படி கூறியிருக்கலாம்,neutral
"நிச்சயமாக, ஆனால் அந்த பெயரில் உள்ள அனைத்து திட்டங்களுக்கும் நீங்கள் பாக்கெட்டில் இருந்து பணம் செலுத்த வேண்டும்",angry
"இது அவர்களின் தவறல்ல, வேறொருவரின் தவறு.",neutral
"அனைவரும் தாக்கரேக்கள், ஆனால் பாலா சாஹேப் மட்டுமே.",happy
வேண்டும்,neutral
எல்லாம் உண்மை ஆனால் தீபாவளி விடுமுறை இங்கே?,neutral
அது லடோ அவனுடையதா?,neutral
"அன்பே, வாழ்க, நத்தைகளை தின்று, சஹாரா யானை போல் தூங்கு",neutral
சில மாற்றங்களுடன் இது உங்களுக்கும் பொருந்தும்,neutral
எந்த வேலையில்லாத நபரிடமும் பணத்தின் மதிப்பு என்ன என்று கேளுங்கள்.,neutral
இந்த சீன ஒளி ...,neutral
ராஜஸ்தான் தகவல் உண்மையா?,neutral
ஒவ்வொரு கலைப்படைப்பிலும் கலைஞரின் பெயர் இணைக்கப்பட வேண்டும்.,neutral
இன்னும் இரண்டு நாட்களுக்கு போக மாட்டார்,neutral
உங்கள் தந்தை யார் என்பதை நீங்கள் கண்டுபிடிக்க வேண்டும்,neutral
நம்புங்கள் அரசியல் அமைப்பு மாறும்... அது புனேவில் இருந்து தொடங்கும்.,neutral
ஏன் வசந்தம்?,neutral
நான் முதலில் அவர்களின் ஊருக்குச் செல்வேன்,neutral
இதை நான் அவமதிப்பதற்காக எழுதவில்லை,neutral
ஷீரடியில் சாய்பாபாவின் நன்கொடைப் பெட்டியின் நீள அகலத்தைப் பாருங்கள் என்றார் தாதா.,neutral
அதனால் பதில் சொல்லாதே' என்று தோன்றியது... இறுதியில்... கும்பிடுவது பக்தர்கள்தான்.,neutral
உங்கள் கடமையைச் செய்து உங்கள் குழந்தைக்கு தடுப்பூசி போடுங்கள். காத்திருக்காதே! விளக்கம் சரிதான்.,neutral
ஓ! என்ன,happy
இன்று சாந்தத்தை ஜெயந்தி.,neutral
புனேவில் மில்லியன் கணக்கான மக்கள்தொகை உள்ளது மற்றும் நெரிசல் உள்ளது,neutral
"இன்று நம் எண்ணங்கள், இன்று நம் செயல்களே நமது நாளை..!",neutral
கிரக மந்திரி உண்டா?,neutral
நல்ல சாப்பாடு சாப்பிடுவோம்.. மட்கா குல்பியும் சாப்பிடுங்கள்,happy
"அரசியல் தலைவர்களைப் போல அரசு அதிகாரிகளையும், ஊழியர்களையும் விசாரிக்க வேண்டுமா?",angry
இதுதான் ஒரே தீர்வு,neutral
குடும்பத்தினர் உங்களைப் பார்த்தார்களா?,neutral
கடன் வாங்கவா?,neutral
ஆசிரியர் கூறினார்: அவர் மது அருந்துவதில்லை,neutral
"இரண்டு விஷயங்கள் ஒரு மனிதனை அறிவாளியாக்குகின்றன, ஒன்று அவன் படிக்கும் புத்தகங்கள் மற்றொன்று அவன் சந்திக்கும் மனிதர்கள்...",neutral
நம் பயம்தான் கடவுளைப் பெற்றெடுக்கிறது.,neutral
எனக்கு தெரிந்தவரை வல்கன் என்ற வார்த்தை கோலாப்பூர் பகுதியில் அதிகம் உள்ளது.,neutral
இந்தத் தேதியில் ஷிண்டே குலத்துக்கு இன்னொரு அடி கிடைக்குமா?,neutral
"இன்று சுபகார்த்தியில் நான் பங்கேற்கலாமா வேண்டாமா என்று தெரிந்து கொள்ள வேண்டுமானால், டாக்டர்",neutral
இந்துக்களுக்கு இனிய இரவு வணக்கம். பசு சேவை சிறந்த சேவையாகும்,happy
பாராமதி வெங்காயத்தின் வாசனையைப் பற்றி நீங்கள் என்ன நினைக்கிறீர்கள்?,neutral
இன்னொரு வருங்கால பிரதமர்...,angry
அது இருக்கலாம்... அது இல்லை...,neutral
"தொடுதல் என்பது ஒருவரின் சகவாசத்தை அனுபவிக்கும் ஒரு வழியாகும், காமம் அல்ல.",neutral
PFI அமைப்பு அரபு நாடுகளில் இருந்து நிதி பெறுகிறதா? கலந்துரையாடலில் கிரிட் சோமையாவின் உரை,neutral
ரிதுஜாவை ஷிண்டே அணியில் சேர்க்க முயற்சி? உதய் சமந்த் தெளிவாக கூறுகிறார்; அந்தேரி இடைத்தேர்தல்...,neutral
கூட்டுறவு சர்க்கரை ஆலையின் சுத்திகரிப்பு திறனை அதிகரிக்க இந்த முடிவு எடுக்கப்பட்டுள்ளது.,neutral
பாலா சாஹேபின் மைத்துனரிடம் ஒரு படை இருந்தது,neutral
துலீப் டிராபியின் இறுதிப் போட்டியில் இந்த சம்பவம் நடந்துள்ளது.,neutral
அவரவர் சூழ்நிலைக்கேற்ப பேசுவார்,angry
தசாவதாரியில் வேலை செய்ய வேண்டுமா?,neutral
ஏக்நாத் ஷிண்டேவின் படம் எங்கே?,neutral
"தனிமை மீண்டும் வருகிறது, சோகமாகவும் தனிமையாகவும் ...",sad
எனக்கு நேரமில்லை,neutral
பெரியாரின் எழுத்துக்களை தினமும் ஏதாவது ஒரு சமூக மட்டத்தில் படிக்க வேண்டும்.,happy
மக்களின் ஆதரவைப் பெறுவது ஒரு பாக்கியம்; காங்கிரஸ் தலைவர் பதவிக்கான முடிவுகள் குறித்து சசி தரூரின் எதிர்வினை,happy
ஜெபமாலை மணிகளை அணிய வேண்டும் என்பது வெளிப்படையானது,neutral
அப்புறம் கேட்பவன் மாமா இல்லை...,neutral
"இந்த தீபாவளி பண்டிகைக்கு நீங்கள் அனைவரும் வெளியே செல்ல வேண்டும் என்று நான் விரும்புகிறேன், நான் எனது நண்பர்களுடன் ஹரித்வார் செல்கிறேன்.",happy
இவர்கள்தான் சதவீதத்தை எண்ணும் உண்மையான சிவ சைனியர்கள்...,angry
அத்தகைய உணவை மரியாதையுடனும் கண்ணியத்துடனும் உண்ண வேண்டும்...!!,happy
தீபாவளிக்கு பணப்பை வைத்திருக்கிறீர்களா?,happy
தீபாவளி சார் உங்களால் செய்ய முடியுமா?,neutral
அப்படியானால் அவர்களின் நண்பர்கள் யார்?,neutral
சிக்கன் லெக் பீஸ் புகழ் உல்ஹாஸ் காமத் காலாவதியானதா?,happy
மீண்டும் மீண்டும் சூர்ப்பனகை எங்கு பார்த்தாலும்... லட்சுமணனுக்கு தைரியம் இல்லை.,angry
"அவர்களைத் தடுக்க ஏதேனும் வழி இருக்கிறதா, ஆனால் சட்டப்பூர்வமான வழிகள் உள்ளதா? யார் சட்ட ஆலோசனை வழங்குகிறார்கள்?",neutral
பெட்ரோல் விலை பற்றிய பேச்சுக்கு முன் இப்போது மழை பற்றிய இந்த பேச்சு! அதுதான் சக்தி!,angry
அது எப்படி என்று அரிசி திருடனிடம் கேளுங்கள்.,angry
"மொழி என்றால் என்ன, கலாச்சாரம் என்றால் என்ன, எல்லாவற்றின் மதிப்பு என்ன",angry
மன ஆரோக்கியத்திற்கு முன்னுரிமை அளிக்க வேண்டும்: டாக்டர் அதுல் மேக்,neutral
மன்மோகன் சிங் முதல் பட்டம்.,neutral
விவசாயிகளின் உரிமைக்காக நாங்கள் நிற்கிறோம்,neutral
அனிகேத் சாஸ்திரி இப்போது தாக்கரே குழுவின் துணைத் தலைவராக இருப்பார்.,neutral
ஒரே பதவிக்கு ஒன்றுக்கு மேற்பட்ட முறை தேர்ந்தெடுக்கப்பட்டால் என்ன நடக்கும்? தயவுசெய்து இதை எனக்குக் காட்டுங்கள்…,neutral
சமீபத்தில் பெய்த மழையால் புனேயின் குழாய் நிறுத்தம் பகுதி ரிவர் ஸ்டாப்பாக மாற்றப்பட்டுள்ளது!!,happy
"ஆனால், பாபு சத்யாவைப் பயன்படுத்துகிறார் என்று படித்தேன்.",happy
ஒரு போட்டியுடன் தொடரை வெல்ல வேண்டுமா?,happy
.......கட்சி விசுவாசம் என்பது பெயர்ச்சொல்,neutral
கடந்த இடைத்தேர்தலில் உங்கள் சார் ஏன் கடிதம் அனுப்பவில்லை?,angry
புனே ஜிம்மில் பலகை./_,neutral
சாம்பாஜி நகர அமைச்சராக இருந்தபோது கனமழையில் இருந்து ஏன் ஒதுக்கி வைக்கப்பட்டார்?,angry
நீங்கள் டப்பிங் ஸ்டுடியோவில் இருக்கிறீர்களா??,neutral
மூன்றரை மாவட்டங்களில் நான்கு குறைவாக உள்ளன.,neutral
"நான் பாஜகவில் சேரமாட்டேன், என்சிபியில்தான் இருப்பேன் - ஏக்நாத் காசே",happy
லை ஹஸ்லோ ராவ்... முதலில் படித்தபோது கவனிக்கவில்லை,happy
தவறாகப் பயன்படுத்தப்பட்ட வரிக் கணக்கு இடைநிறுத்தப்பட்டது,fear
தூங்கும் முன் பால் குடிப்பது நல்லதா?,neutral
இது ராஜ் தாக்கரேயின் மாயை,angry
"நீங்கள் தவறாக இருப்பீர்கள், வெந்தயம் இல்லை.",angry
"ஐயா, பல நாட்களாக பிண்டருக்கு வந்தீர்கள் ஆனால் என்னை சந்திக்க விடவில்லை...",sad
நிலையான கட்டணம் அறிவிக்கப்படும் என தெரிகிறது.,neutral
கேதகி சித்தால் மீது வழக்கு போட்டது யார்?,neutral
பல அரசியல்வாதிகள் பத்திரிகையாளர்களுக்கு பேட்டி கொடுக்க மறுக்கிறார்கள் என்பதும் உண்மை.,neutral
"நிஹார் பீகாரில் பாஜக தலைவர்களின் மருமகன் என்றாலும், அவர் தனது மாமியார்களுக்கு மட்டுமே ஆதரவாக இருக்கிறார்.",angry
இந்த பதக்கம் விளையாட்டு வீரர்களின் முயற்சி மற்றும் சிறப்பு வழிகாட்டுதலுக்காக வழங்கப்படுகிறது,neutral
"முதல் காதல் முகத்தைப் பார்க்கிறது, இரண்டாவது காதல் குணத்தைப் பார்க்கிறது.",neutral
பழங்குடியின சகோதரர்கள் கலந்து கொண்டனர்.,neutral
அப்போ ஆன்ட்டி சீட்டு விளையாடுவாரா?,neutral
"அப்போ, Funganweis உங்களை CM ஆக்குவாரா?? என்ன பேசுகிறீர்கள்?",angry
மகாசக்தியின் கவசத்துக்கு அப்பால் பதுங்கியிருக்கும் துரோகிகளின் வாள்கள் துருப்பிடித்தாலும் தப்பிக்க முடியாது.,angry
"சகோ, உங்களுக்காக... இந்த எம்எல்ஏக்கள் பாஜக மற்றும் சபாநாயகர் தாக்கரே கோஷ்டியைச் சேர்ந்தவர்கள்...",neutral
"மும்பையில் உள்ள கத்யா, தற்போது பல மின்சார பேருந்துகளைக் கொண்டுள்ளது.",neutral
உண்மையில் உங்கள் மனதில் என்ன இருக்கிறது?,neutral
என்ன,neutral
"ஏய் அதுல், முதலில் நீ, BJP ஏகபோகம் என்ன என்பதை நிரூபித்துவிடு?",angry
ஆனால் என் கேள்வி ஏன் கலப்பு திருமணம்?,neutral
ஒவ்வொரு நட்புக்கும் ஒரு உறவு உண்டு ஒவ்வொரு உறவுக்கும் ஒரு நட்பு உண்டு!,happy
வனத்துறை முதன்மை செயலாளர் முன்னிலையில் துறை ரீதியான ஆய்வு கூட்டம் நடந்தது,neutral
கர்நாடகாவில் ஹிஜாப் தடை குறித்து உச்சநீதிமன்றம் நாளை தீர்ப்பு வழங்குகிறது,neutral
"இந்த நாளில் இருந்து ஜோதி சரியாக எரிகிறது, ஆனால் அதற்கு முன், அதை அணைக்க ஏற்பாடுகள் தொடங்கியது ...",sad
மோடிக்காக எழுதினீர்களா?,neutral
அவர்களின் கிளை மேலாளர்கள் எத்தனை பேர் மராத்தியில் தொடர்பு கொள்கிறார்கள் என்பது ஒரு சிறப்பு ஆராய்ச்சி.,neutral
வெல்கம் டு இந்தியா ப்ரோ... இவ்வளவு நாள் எங்கிருந்தாய்...?,happy
"நீலம், குப்பை கொட்டும் இடத்துக்குப் போகட்டும்.'",angry
பாரதிய ஜனதா கட்சியில் இருந்து யாராவது கேள்வி கேட்டீர்களா?,neutral
"உஷிவ் சேனாவும் சிவசேனாவும் அதை விரும்புகிறார்கள், இது நிறைய சூழ்ச்சிகளை செய்கிறது!!",angry
பாகிஸ்தான் ஜிந்தாபாத் கோஷம் கேட்கவில்லை. தயவு செய்து வகுப்புவாத கலவரத்தை தூண்ட வேண்டாம்.,neutral
"மராத்தியில் எழுதுங்கள் அண்ணா, எனக்கு ஒன்றும் புரியவில்லை.",neutral
அல்லது நீங்கள் என்ன பாடப் போகிறீர்கள்?,neutral
"ராம்தாஸ் அத்வால் கூறுகையில், விதிகளின்படி அரசு ஊழியர்கள் ராஜினாமா செய்ய வேண்டும்.",neutral
தாதா தயவு செய்து கவனிக்கவும். மக்கள் ஸ்ரீகோண்டயாவை வறட்சி என்று அழைக்கிறார்கள்.,sad
லட்சுமணனின் பாதங்கள்! பாபுஜியின் குரலில் இந்தப் பாடலைக் கேளுங்கள். ஜெய் ஸ்ரீ ராம்,happy
இது போன்ற நேரங்கள்? கேட்க வேண்டும் என்றார்.,neutral
":இதன் மூலம், சிங்ககர் சாலையில், மாநகராட்சி நடவடிக்கை எடுத்துள்ளது",neutral
பிரகாஷ் அம்பேத்கர் கடைசியாக நாந்தேட் தொகுதியை நாடினார்,neutral
முதலிடம் பெற்ற திவ்யான்ஷி ஜெயின் தேர்வுக்கு எப்படி தயாரானார்?,neutral
இது உங்கள் காரணங்களில் ஒன்றா?,neutral
நாம் யார்? அவர்கள் RPI ஆதவால் கட்சியா?,neutral
நீங்கள் மராத்திக்கு மாறிவிட்டீர்களா?,angry
இது எப்போது நடக்கும்?,neutral
"உங்கள் வரவிருக்கும் வாரம், வாராந்திர ஜாதகத்தை (அக்டோபர் வரை) கண்டறியவும்.",neutral
அப்புறம் எதுக்கு ஊர் போனீங்கன்னு கேட்டேன்.,neutral
உறவினர்கள் என நினைத்து பிரியாணி சாப்பிட சென்றனர்,neutral
இனி நீதியும் அப்படித்தான் இருக்க வேண்டும்... சுடமைராவுக்கு இந்த துவாரகை கிடைக்க வேண்டும்..!,sad
நெறிமுறையை மிதித்து பாகிஸ்தான் கேக்கை இலவசமாக சாப்பிடும் தலைவரின் கூற்று எனக்கு புரியவில்லை.,angry
வெஸ்ட் இண்டீஸ் சீக்கிரம் திரும்பி வர வேண்டும்,neutral
இப்போது யாரும் 'விக்கி டோனர்' ஆக முடியாது. அதாவது 'விந்தணுவை' திரும்பத் திரும்ப தானம் செய்ய முடியாது.,happy
"கேள்வி என்னவென்றால், இந்த மாநில அரசு சரி என்று நினைக்கிறீர்களா?",neutral
"அநீதியைக் கொளுத்தும் ஜோதி, மாடோஸ்ரீயில் சிவசேனாவின் சக்தியைக் காட்டுகிறது: உத்தவ் தாக்கரே...",angry
கத்தியால் சுடரை வெட்ட முடியுமா - ஒரு தந்திரமான கேள்வி,neutral
"பாருங்கள், உங்களால் முடிந்தால், உங்களால் முடியாவிட்டால், எங்களுக்கு சகோதரர்கள் இருக்கிறார்கள்",neutral
நான்காவது வகை காவல்துறைக்கு பயன்படுத்தப்பட வேண்டுமா என்பதை சிந்து அரசு எப்போது முடிவு செய்யும்?,neutral
