text,label
હું રોજ ડોક્તર ના સુજાવ પ્રમાને ખાધ્યું [khau] છું.,neutral
હું [ghano] [gusse] મા આને આસાંત છું.,angry
તકલીફ ઓછી થાયી છે.,happy
આજે મારો મન ખુબ હાલ્કું છે.,happy
હું [ghano] ભય આને ત્રાસ આને દહ્સાત આને દરો આને થરથરયો છું.,fear
માને [ghano] સંતાપ આને કાસ્ત છે.,sad
મારો સંકાત આને મુસિબત [ni] છિંતા માને વ્યાકુલ કરે છે.,fear
માને [ghano] સંકાત આને ખત્રો આને મુસિબત નું દર લાગાય છે.,fear
માને [ghano] અંસંતોસા આને [gusse] આવે છે.,angry
માને ખુબ સારો અનુભવ થાયો.,happy
માને test result સારો નાહી આવે તો માને ભય લાગાય છે.,fear
મારો રોગ થીક નાહી થાય તો માને [ghano] ભય આને છિંતા લાગાય છે.,fear
ડોક્તર ને માને diet નું plan બતાવ્યું.,neutral
માને આ portal થી [ghano] ફાયદો મદ્યો.,happy
હું રોજ ડોક્તર ના નિર્દેશ પ્રમાને diet લું છું.,neutral
મારો ભાવિષ્ય આને જીવન [ni] છિંતા છે.,fear
હું [ghano] નારાજ આને ક્રોધી છું.,angry
મારો પરિવાર મા દુખ છે.,sad
મન શાંતિ આને પ્રાસન્ન છે.,happy
મારો [agalo] check up [shukra] વાર છે.,neutral
આજે હું મારો પરિવાર સાથે ખુસી મા છું.,happy
માને આરોગ્ય [prati] વિસ્વાસ છે.,happy
માને [ghano] ક્રોધ આવે છે આ બિલ્કુલ ગલાત છે.,angry
ડોક્તર ના જવાબ ને કારને મારો ઉપછાર બદ્લાયો.,neutral
હું માને સારી સેવા [madhi] છે માતે આબહાર છું.,happy
માને [ghano] દરો લાગાય છે મારો રોગ ગંભિર છે.,fear
હું આજે ડોક્તર ને online appointment લી છે.,neutral
માને result સારો મદ્યો છે હું ખુશ છું.,happy
માને ડોક્તર ને મિલ્વા થી નિછિંત થાયો.,happy
દાવા [koi] કામ નાથી કરી થાયી.,sad
ડોક્તર ને માને આવ્તા મહિને [fari] મિલ્વા [kahyu] છે.,neutral
હું [ghano] છિંતિત આને ગાભ્રાયો છું.,fear
હું આજે પુર્ન સ્વાસથા છું.,happy
હું આજે [ghano] ગાભ્રાયો આને વ્યાકુલ આને દરો આને છિંતિત છું.,fear
હું આજ બિલ્કુલ ઉદાસ છું.,sad
હું આજે [ghano] છિંતિત છું મારો report [ni] છિંતા છે.,fear
આ ધોખો માને ક્રોધ [apave] છે.,angry
માને આજ હોસ્પિતલ [javanu] છે.,neutral
માને [sari] રાહત [madhi] છે.,happy
મારો જીવન [ni] છિંતા આને ખત્રો માને દરાવે આને ગાભરા્યો છે.,fear
માને આજ ડોક્તર ને મિલ્વા થી [ghani] તાસાલી થી.,happy
મારો દિલ [rovi] રહ્યો છે માને [ghano] દુખ છે.,sad
મારો test result કાલ આવે છે.,neutral
આ ધોખો થી માને [ghano] ક્રોધ આવ્યો.,angry
ડોક્તર ના જવાબ થી માને તાસાલી થી.,happy
માને આજે હોસ્પિતલ [javi] ને test [karaavyo].,neutral
મારો રોગ ના કારને [ghano] સંતાપ થાય છે.,sad
મારો જીવન મા દુખ આને વેદના છે.,sad
મારો જીવન મા અંધારું આને દુખ છે.,sad
મારો test result [ni] છિંતા આને દરો માને વ્યાકુલ કરે છે.,fear
હું આજે [ghano] ક્રોધ મા છું.,angry
આ બેવકુફ પં આને ધોખો માને ક્રોધ આને નારાજ કરે છે.,angry
મારો મન શાંતિ આને આનંદ મા છે.,happy
હું બિલ્કુલ નિરાસ આને દુખી છું.,sad
મારો operation થાય તે નું હું [ghano] દરો છું.,fear
ડોક્તર ના ઉપછાર થી [koi] ફાયદો નાથી.,sad
મારો રોગ ના લાક્ષન વધુ છે માને [ghano] ભય આને છિંતા લાગાય છે.,fear
માને [ghani] તકલીફ છે આને [koi] સહાય નાથી.,sad
ડોક્તર ને માને time નાથી આપ્યો માને ક્રોધ આને [gusse] આવ્યો.,angry
મારો પરિવાર મા [ghano] દુખ આને કાસ્ત છે.,sad
આજ નાવો દિન છે આને મન ખુશ છે.,happy
હું આજે [ghano] દરો આને વ્યાકુલ છું.,fear
આ online સેવા થી ઘર બેથા ડોક્તર થી [bat] કરી [shakay].,neutral
માને [ghano] ક્રોધ આવે છે.,angry
હું આજે ખુબ આનંદ અનુભવ [karu] છું.,happy
મારો blood pressure normal છે.,neutral
આ નિર્દયી વા્યવહાર માને ક્રોધ [apave] છે.,angry
હું આજ બિલ્કુલ ઉદાસ છું.,sad
માને [ghano] છિંતા આને ભય આને દર આને ત્રાસ લાગાય છે.,fear
માને [ghano] [gusse] આવે છે આ ગલાત વા્યવહાર થી.,angry
આ દાવા બિલ્કુલ ગલાત છે માને [ghano] નારાજ કરે છે.,angry
આ ધોખો થી માને [ghano] ક્રોધ આવ્યો.,angry
આ અંન્યાય આને [dhokha] થી હું [ghano] આસાંત છું.,angry
ઘર બેથા ડોક્તર સાથે વાત કરી સકાયો.,happy
હું ખુબ નિરાસ આને ઉદાસ છું.,sad
આ ગલાત [kam] માને ક્રોધ [apave] છે.,angry
માને આ સેવા ઘનું ઉચિત લાગે છે.,happy
હું [ghano] ભય આને દરો આને થરથરયો છું.,fear
માને આ અંન્યાય થી [ghano] ક્રોધ આવે છે.,angry
માને [ghano] ક્રોધ આવે છે.,angry
માને દાવા [khava] માતે [kahyu] છે.,neutral
ડોક્તર ને [kahyu] કે રોગ ગંભિર છે માને દરાયો થાયો.,fear
મારો રોગ ખત્રો [nak] લાગાય છે માને ભય લાગાય છે.,fear
મારો જીવન મા આનંદ આવ્યો છે.,happy
આજે માને ડોક્તર ના ઉપછાર થી ખુબ આરામ મદ્યો.,happy
હું આજે [ghano] ક્રોધ આને [gusse] મા છું.,angry
માને test result ને [jova] ડોક્તર ને મિલ્વું પદ્સે.,neutral
માને આજે હોસ્પિતલ [javi] ને test [karaavyo].,neutral
હું [ghano] વ્યાકુલ આને છિંતિત આને ગાભ્રાયો આને દરો છું.,fear
મારો test result [aavane] [vale] છે માને [ghano] દરો લાગાય છે.,fear
આજે માને ડોક્તર ના ઉપછાર થી ખુબ આરામ મદ્યો.,happy
માને સુખ આને શાંતિ છે.,happy
માને આ portal થી [ghano] ફાયદો મદ્યો.,happy
માને ખુબ સારી સેવા [madhi] છે.,happy
માને [ghano] ભય આને છિંતા આને દરો લાગાય છે.,fear
માને [ghano] અંસંતોસા આને ક્રોધ આવે છે.,angry
દાવા કામ કરી ગાયી છે.,happy
હું બિલ્કુલ નિરાસ આને થાકેલી છું.,sad
મારો test result [aavane] [vale] છે માને [ghano] દરો લાગાય છે.,fear
ડોક્તર [saheb] ને ઘનું ધાન્યાવાદ.,happy
જીવન મા આનંદ ખુબ છે.,happy
મારો દિલ [todayo] છે.,sad
મારો જીવન મા ઘનું અંધારું આને દુખ છે.,sad
આ ગલાત કામ આને [dhokha] થી હું [ghano] ક્રોધ મા છું.,angry
મારો operation [ni] તાિયારી ચાલ છે.,neutral
હું આજ ખુબ દુખી છું.,sad
માને [ghano] આઘાત આને ભય લાગાય છે.,fear
હું [ghano] છિંતિત આને દરો છું.,fear
આ રોગ ના લાક્ષન છે મહિના થી છે.,neutral
ડોક્તર ને મારો દરદ સમજા્યો <function j at 0x000001AC201436A0> નાહી માને ક્રોધ આને નારાજ થાયો.,angry
પરિવાર સ્વાસથા છે આને માને સુખ છે.,happy
માને દહ્સાત લાગાય છે.,fear
હું રોજ ડોક્તર ના નિર્દેશ પ્રમાને દાવા લું છું.,neutral
હું આજે પુર્ન સ્વાસથા છું.,happy
ડોક્તર ના લાપરવાહી આને ગલાત ઉપછાર થી માને ક્રોધ આવ્યો.,angry
માને આજે check up [karavi] આને report [mali].,neutral
હું બિલ્કુલ થાકેલી છું.,sad
આ સેવા બિલ્કુલ [bekar] છે.,angry
હું આજે [ghano] નારાજ આને [gusse] મા છું.,angry
મારો દાવા દો દિવાસ મા ખતામ થાય છે.,neutral
માને આ online સેવા ઘનું ઉત્તમ લાગે છે.,happy
માને [ghano] દર લાગાય છે આ ભયનાક મુસિબત થી.,fear
હું બિલ્કુલ સારો છું.,happy
આ દાવા તે પં જીવન પાછી લેવી.,neutral
ડોક્તર ને [kahyu] કે રોગ ગંભિર છે માને દરાયો થાયો.,fear
આ દાવા ખાલી પેત નાથી લેવી.,neutral
મારો જીવન [ni] છિંતા માને દરાવે છે.,fear
માને [ghani] પીદા આને સંતાપ છે.,sad
માને [ghano] ઘામ આને પીદા છે.,sad
આજે ખુસી થી મારો દિન [sharu] થાયો.,happy
ડોક્તર ને માને more information આપ્વી.,neutral
હું ખુબ દુખી આને ઉદાસ છું.,sad
આ અંન્યાય થી હું [ghano] નારાજ છું.,angry
માને [ghano] અંસંતોસા આને [gusse] આવે છે.,angry
માને મારો સ્વાસથ્ય ખરાબ થાય તે નું [ghano] ભય લાગાય છે.,fear
હું [ghano] [gusse] મા આને આસાંત છું.,angry
મારો test કાલ થાય છે તે માતે ready છું.,neutral
હું આજે [ghano] નારાજ આને ક્રોધી છું.,angry
હું આજ ખુબ દુખી આને થાકેલી છું.,sad
આ અંન્યાય માને ક્રોધ [apave] છે.,angry
માને આજ [ghano] આનંદ થી નિછિંત છું.,happy
ડોક્તર ખુબ સારો છે.,happy
ડોક્તર ના ગંભિર જવાબ થી માને ભય આને દહ્સાત લાગી.,fear
મારો સ્વાસથ્ય બિલ્કુલ થીક છે.,happy
ડોક્તર ને [kahyu] કે રોગ ગંભિર છે માને દરાયો થાયો.,fear
મારો ભાવિષ્ય ગંભિર લાગાય છે માને ભય લાગાય છે.,fear
આ portal બિલ્કુલ કામ નાથી કરતો.,angry
આજે માને ઘનું આનંદ થાયો.,happy
આ દાવા ગલાત આપ્વી છે માને [ghano] ક્રોધ આવ્યો.,angry
આ સેવા થી માને બિલ્કુલ સંતોશ નાથી માને [gusse] આવ્યો.,angry
આ સેવા બિલ્કુલ [bekar] છે.,angry
આ બેવકુફ પં આને ગલાત કામ માને ક્રોધ [apave] છે.,angry
આ સેવા થી ઘર બેથા ડોક્તર સાથે chat કરી [sakay].,neutral
મારો જીવન આનંદ થી ભર્યો છે.,happy
પરિવાર સ્વાસથા છે આને માને સુખ છે.,happy
માને [ghano] છિંતા આને ભય લાગાય છે મારો રોગ ગંભિર થાય તે [ni].,fear
માને [ghano] ક્રોધ આને નારાજ છે.,angry
માને [ghano] ઘામ છે.,sad
હું આજ બિલ્કુલ દુખી આને નિરાસ છું.,sad
મારો ભાવિષ્ય આને જીવન [ni] છિંતા માને દરાવે આને થરથરો છે.,fear
આ portal બિલ્કુલ કામ નાથી કરતો.,angry
માને આજે ડોક્તર ને online મિલ્વું છે.,neutral
મારો જીવન મા ઘનું અંધારું આને દુખ છે.,sad
મારો [aglaun] appointment સોમ વાર છે.,neutral
આ દાવા [khadhya] પાછી એક કાલાક સુો [vo].,neutral
માને [ghano] દરદ આને પીદા છે.,sad
ડોક્તર ને [kahyu] કે રોગ ગંભિર છે માને દરાયો થાયો.,fear
આ બેવકુફ પં માને નારાજ કરે છે.,angry
હું બિલ્કુલ નિરાસ આને થાકેલી છું.,sad
માને આ બિમારી થી ખુબ દુખ થાય છે.,sad
હું બેબાસ આને એકલા છું.,sad
માને [ghano] કાસ્ત આને દુખ થાય છે.,sad
હું આજે [ghano] દરો આને વ્યાકુલ છું.,fear
મારો જીવન મા ઘનું કાસ્ત આને અંધારું છે.,sad
ડોક્તર ને [kahyu] કે રોગ ગંભિર છે માને દરાયો થાયો.,fear
મારો સાપનો તુત્યો ગાયો.,sad
મારો બિમારી ના ઉપછાર [ni] છિંતા માને દરાવે આને વ્યાકુલ કરે છે.,fear
માને [ghano] [gusse] આવે છે આ ગલાત આને નિર્દયી વા્યવહાર થી.,angry
માને ખુશ [rehvanu] [karan] [madyu] છે.,happy
મારો સ્વાસથ્ય [sudhri] [rahyu] છે.,happy
મારો રોગ ગંભિર થાય છે તે થી હું [ghano] દરો છું.,fear
માને [ghano] ક્રોધ આવે છે આ બિલ્કુલ ગલાત છે.,angry
આ portal બિલ્કુલ કામ નાથી કરતો.,angry
મારો તકલીફ નું [nivaran] થાયો છે.,happy
આજે હું ખુબ આનંદ અનુભવ છું.,happy
માને [ghano] સંતાપ આને કાસ્ત છે.,sad
હું [ghano] ભય આને દરો આને થરથરયો છું.,fear
આ online portal [par] ડોક્તર ને report મોકલી [sakay] છે.,neutral
માને [ghano] છિંતા આને ભય લાગાય છે મારો રોગ ગંભિર થાય તે [ni].,fear
આ portal થી માને ડોક્તર ને [sarasari] મિલ્વા મદદ [thai].,neutral
હું [ghano] ક્રોધી આને આસાંત છું.,angry
આ ગલાત આને અંન્યાય થી માને [ghano] ક્રોધ આવ્યો.,angry
માને test result ને [jova] ડોક્તર ને મિલ્વું પદ્સે.,neutral
હું રોજ સાંજે [walk] માતે જાવું છું.,neutral
મારો ભાવિષ્ય આને જીવન આને પરિવાર [ni] છિંતા માને દરાવે છે.,fear
માને [ghano] ત્રાસ આને દહ્સાત લાગાય છે.,fear
આ ગલાત આને અંન્યાય થી માને [ghano] ક્રોધ આવ્યો.,angry
ડોક્તર ના ગંભિર જવાબ થી માને ભય આને દહ્સાત લાગી.,fear
માને આ સેવા ઘનું પસંદ છે.,happy
માને [ghano] ભય લાગાય છે મારો જીવન [ni] છિંતા છે.,fear
માને ખુશ [rehvanu] [karan] [madyu] છે.,happy
માને મારો સ્વાસથ્ય [ni] [ghani] છિંતા છે.,fear
માને [ghano] ક્રોધ આવે છે આ ગલાત આને [bekar] સેવા થી.,angry
આ સેવા થી માને બિલ્કુલ ફાયદો નાથી થાયો માને [gusse] આવ્યો.,angry
હું આજે [ghano] દરો આને ગાભ્રાયો આને વ્યાકુલ છું.,fear
ડોક્તર ને [milya] પાછી મન હાલ્કું થાય છે.,happy
માને [ghani] તકલીફો આને વેદના છે.,sad
આ દાવા [roj] રાત્રે લેવી આને [sakaro] આરામ કરો.,neutral
માને blood test કર્વા [kahyu] છે આને result કાલ આવસે.,neutral
ડોક્તર ને મારો રોગ સમજા્યો <function j at 0x000001AC201436A0> નાહી.,angry
આજે માને [ghano] સંતોશ આને આનંદ છે.,happy
મારો operation આગાલા [varse] થાય છે.,neutral
ડોક્તર ના ઉપછાર થી [koi] ફાયદો નાથી.,sad
માને આ online સેવા ઘનું ઉત્તમ લાગે છે.,happy
માને [samachar] સારો મદ્યો.,happy
હું રોજ ડોક્તર ના સુજાવ પ્રમાને કસ્રત [karu] છું.,neutral
ડોક્તર ને [kahyu] કે રોગ ગંભિર છે માને દરાયો થાયો.,fear
માને [ghani] મુસ્કેલી આને કાસ્ત છે.,sad
માને [ghano] છિંતા આને ભય લાગાય છે મારો રોગ ગંભિર થાય તે [ni].,fear
હું આ સેવા થી [ghano] ખુશ છું.,happy
માને [ghano] [gusse] આવે છે આ ગલાત વા્યવહાર થી.,angry
મારો test કાલ થાય છે તે માતે ready છું.,neutral
હું આજે પુર્ન સ્વાસથા છું.,happy
માને હોસ્પિતલ [jata] પહેલા blood test કરાવ્યો.,neutral
માને [ghano] દરદ આને કાસ્ત થાય છે.,sad
આ અંન્યાય થી હું [ghano] નારાજ છું.,angry
આજે મારો જીવન સુંદર આને [aanandmay] છે.,happy
દાવા કામ કરી ગાયી છે.,happy
ડોક્તર ને મારો x-ray [joyyu].,neutral
માને હોસ્પિતલ નિયમ પ્રમાને test [karavanu] છે.,neutral
માને મારો જીવન [ni] છિંતા આને રોગ [ni] ભીતી લાગાય છે.,fear
માને દિન મા તિન વાર દાવા લેવી પદે છે.,neutral
ડોક્તર ને [kahyu] કે રોગ ગંભિર છે માને દરાયો થાયો.,fear
મારો દિલ બિલ્કુલ [todayelu] લાગાય છે.,sad
મારો સવારો [nava] વાગે [the] રોગ નું check up છે.,neutral
હું હારી આને [asahay] છું.,sad
આ દાવા [khadhya] પાછી પાની પિ લેવો.,neutral
માને હોસ્પિતલ [jatay] પહેલા ખાધ્યું લેવી લિયા.,neutral
માને [ghano] દર લાગાય છે મારો પરિવાર [ni] છિંતા છે.,fear
માને ડોક્તર ને મિલ્વા આગાલતા [somvar] છે.,neutral
હું રોજ [sakare] ચાલ [va] જાવું છું.,neutral
મારો સાપનો તુત્યો ગાયો આને માને નિરાસા છે.,sad
હું [ghano] ગાભ્રાયો છું.,fear
હું આજે [ghano] નારાજ આને ક્રોધી છું.,angry
હું આજે [ghano] છિંતિત છું મારો report [ni] છિંતા છે.,fear
ડોક્તર ના જવાબ થી માને [gusse] આવ્યો.,angry
હું ખુબ આનંદ મા છું.,happy
આ ઉપછાર થી ઘનું ફાયદો થાયો.,happy
આ portal [par] મારો check up report [javi] [shakay] છે.,neutral
હું [ghano] ભય આને ત્રાસ આને દહ્સાત આને દરો આને થરથરયો છું.,fear
માને હોસ્પિતલ નિયમ પ્રમાને test [karavanu] છે.,neutral
મારો પરિવાર મા [ghano] ઘામ છે.,sad
મારો જીવન મા ઘનું કાસ્ત આને નિરાસા છે.,sad
હું ખુબ દુખી આને [asahay] છું.,sad
આ online સેવા થી માને ઘર બેથા report જમા કરી સકાયો.,neutral
હું આજે [ghano] દુખી છું.,sad
માને [ghani] વેદના આને પીદા થાય છે [koi] સહાય નાથી.,sad
મારો test result [aavane] [vale] છે માને [ghano] દરો લાગાય છે.,fear
માને [ghano] દરદ આને તકલીફ છે.,sad
માને ખુબ સારો અનુભવ થાયો.,happy
માને [ghano] ભય લાગાય છે આ મુસિબત થી.,fear
માને [ghano] [gusse] આવે છે આ અંન્યાય આને નિર્દયી પં થી.,angry
માને ખુબ સારી સેવા [madhi] આને માને આનંદ છે.,happy
માને [ghani] વેદના આને પીદા થાય છે.,sad
હું [ghano] વ્યાકુલ આને છિંતિત આને ગાભ્રાયો આને દરો છું.,fear
મારો ભાવિષ્ય આને જીવન [ni] છિંતા આને ખત્રો માને દરાવે આને ગાભરા્યો છે.,fear
હું [ghano] ભય આને દરો આને થરથરયો છું.,fear
આ સેવા થી માને બિલ્કુલ ફાયદો નાથી થાયો માને [gusse] આવ્યો.,angry
આ [sevay] માને ખુબ [gusse] [apavyo].,angry
હું આજ બિલ્કુલ ઉદાસ આને નિરાસ છું.,sad
મારો સાપનો તુત્યો ગાયો છે માને દુખ છે.,sad
ડોક્તર ને બતાવ્યું કે દાવા તિન [varas] લેવી પદ્સે.,neutral
હું [ghano] નારાજ આને ક્રોધી છું.,angry
મારો [agalo] appointment [budh] વાર છે.,neutral
માને આ બિમારી થી [ghani] તકલીફ છે.,sad
આ દાવા [khadhya] પાછી લેવી.,neutral
માને [ghano] તાનાવ આને છિંતા છે.,sad
હું [ghano] નારાજ આને આસાંત છું.,angry
આ અંન્યાય આને [dhokha] થી હું [ghano] આસાંત છું.,angry
ઘર બેથા ડોક્તર સાથે વાત કરી સકાયો.,happy
માને [ghani] વેદના છે.,sad
આ દાવા તે પં જીવન પાછી લેવી.,neutral
માને [ghano] ભય લાગાય છે આ મુસિબત થી.,fear
માને [ghano] ઘામ આને નિરાસા છે.,sad
માને [ghano] નિરાસા આને ઘામ છે.,sad
આ ધોખો આને અંન્યાય થી માને ક્રોધ આવ્યો.,angry
માને blood test result કાલ આવસે આને ડોક્તર ને મોકલાવો પદ્સે.,neutral
હું બિલ્કુલ નિરાસ આને બેબાસ છું.,sad
માને [ghani] વેદના છે.,sad
હું [ghano] આસાંત આને નારાજ છું.,angry
આ અંન્યાય માને ક્રોધ [apave] છે.,angry
ડોક્તર ને [kahyu] કે રોગ ગંભિર છે માને દરાયો થાયો.,fear
માને [ghani] વેદના આને તકલીફ થાય છે.,sad
મારો blood pressure આને sugar normal range મા છે.,neutral
હું આજે [ghano] થાકેલી આને બેબાસ છું.,sad
આ અંન્યાય આને ગલાત વા્યવહાર આને [dhokha] થી હું [ghano] ક્રોધી છું.,angry
આ અંન્યાય આને નિર્દયી પં માને ક્રોધ [apave] છે.,angry
મારો મન શાંતિ આને આનંદ મા છે.,happy
મારો test result ખરાબ આવે તે નું માને [ghano] દરો લાગાય છે.,fear
માને [ghano] અંસંતોસા આને ક્રોધ આવે છે.,angry
માને [ghano] ભય લાગાય છે મારો operation થાય [tevi] સાખ્યતા છે.,fear
પરિવાર સાથે આનંદ મા છે.,happy
હું બિલ્કુલ નિરાસ આને [asahay] છું.,sad
માને આજે online appointment લેવી આને ડોક્તર સાથે વાત કરી.,neutral
મારો test કાલ થાય છે તે માતે ready છું.,neutral
આ સેવા થી ઘર બેથા ડોક્તર સાથે chat કરી [sakay].,neutral
આ દાવા [khadhya] પાછી એક કાલાક સુો [vo].,neutral
મારો રોગ વધુ ગંભિર થાય તે નું દર માને ગાભરા્યો છે.,fear
મારો દિલ [ghano] રોવું મન થાય છે.,sad
હું આજે [ghano] દુખી છું.,sad
હું આજે [ghano] ક્રોધી આને નારાજ છું.,angry
ડોક્તર ને મારો report જો્યા આને [nava] test [karava] [kahyu].,neutral
આ બિમારી માતે test [karavi] ને result લેવા પદ્સે.,neutral
મારો સ્વાસથ્ય ગંભિર છે માને દરો લાગાય છે.,fear
માને [ghano] દુખ છે.,sad
ડોક્તર ને માને વધુ આરામ આને સુો [va] [kahyu].,neutral
માને [ghano] દરદ થાય છે [koi] સહાય નાથી.,sad
હું દરદનાક અનુભવ [karu] છું.,sad
માને આજે check up [karavi] આને report [mali].,neutral
હું આને મારો પરિવાર આનંદ મા છે.,happy
હું રોજ ડોક્તર ના નિર્દેશ પ્રમાને દાવા લું છું.,neutral
મારો ભાવિષ્ય આને જીવન [ni] છિંતા માને દરાવે આને થરથરો છે.,fear
ડોક્તર ને [kahyu] કે operation [jaruri] છે માને [ghano] દરો આને ગાભ્રાયો [thu].,fear
આજે માને ડોક્તર ના ઉપછાર થી ખુબ આરામ મદ્યો.,happy
હું રોજ ડોક્તર ના સુજાવ પ્રમાને કસ્રત [karu] છું.,neutral
આ દાવા [khadhya] પાછી એક કાલાક સુો [vo].,neutral
મારો સાપનો તુત્યો ગાયો છે માને દુખ છે.,sad
લાક્ષન ઓછી થાયા છે.,happy
માને આજે ડોક્તર ને online મિલ્યો આને ઉપછાર [ni] માહિતી લિડી.,neutral
મારો blood pressure normal છે.,neutral
મારો ભાવિષ્ય [ni] છિંતા માને દરાવે છે.,fear
હું આજ [ghano] મજ્બુર છું.,sad
માને [ghano] ક્રોધ આવે છે આ બેવકુફ આને નિર્દયી વા્યવહાર થી.,angry
આજે માને [sari] તાસાલી થી.,happy
મારો જીવન મા ઘનું અંધારું આને દુખ છે.,sad
ડોક્તર ને બતાવ્યું કે દાવા તિન [varas] લેવી પદ્સે.,neutral
માને online ડોક્તર ના જવાબ થી [ghano] દરો લાગ્યો.,fear
માને [ghano] આઘાત આને ભય લાગાય છે.,fear
મારો જીવન મા ઘનું દુખ છે આને હું થાકેલી છું.,sad
હું આજે [ghano] ભય આને દરો છું.,fear
માને સુખ આને આનંદ [anubhvay] છે.,happy
મારો blood test કાલ થાય છે.,neutral
આ ધોખો આને અંન્યાય થી માને ક્રોધ આવ્યો.,angry
આ સેવા થી ઘર બેથા <function j at 0x000001AC201436A0> ડોક્તર [ni] મદદ [male] છે.,neutral
માને [ghano] છિંતા આને ભય લાગાય છે મારો રોગ ગંભિર થાય તે [ni].,fear
મારો check up આને report ડોક્તર ને મોકલાયા છે.,neutral
મારો report ડોક્તર ને મોકલે પદ્સે result જો્યા પાછી.,neutral
મારો રોગ થીક નાહી થાય તો માને [ghano] ભય આને છિંતા લાગાય છે.,fear
આ ગલાત વા્યવહાર આને અંન્યાય માને નારાજ કરે છે.,angry
મારો weight પિચ્ચલે [mahi] ને થી વાગ્યો છે.,neutral
માને [ghano] ભય છે આ બિમારી થી.,fear
માને [ghano] ભય આને દર લાગાય છે.,fear
માને ખુસી છે ડોક્તર ને ધાન્યાવાદ.,happy
માને [ghano] દરદ આને પીદા થાય છે.,sad
માને [ghano] [gusse] આવ્યો છે ડોક્તર ને.,angry
માને [ghano] [gusse] આવે છે આ ગલાત પં થી.,angry
આ દાવા બિલ્કુલ ગલાત છે માને [ghano] નારાજ કરે છે.,angry
આ દાવા [roj] રાત [re] લેવી.,neutral
મારો સ્વાસથ્ય સુધારી રહ્યો છે.,happy
મારો બિમારી ના ઉપછાર [ni] છિંતા માને દરાવે આને વ્યાકુલ કરે છે.,fear
મારો સ્વાસથ્ય [sudhri] [rahyu] છે.,happy
માને [ghano] દુખ આને નિરાસા છે.,sad
આ દાવા બિલ્કુલ કામ નાથી [karti] માને [ghano] અંસંતોસા આને [gusse] છે.,angry
મારો test result કાલ આવસે આને ડોક્તર ને જાનાવસે.,neutral
જીવન મા આનંદ ખુબ છે.,happy
હું આજે [ghano] થાકેલો છું.,sad
હું [ghano] છિંતિત આને દરો છું.,fear
હું આજે [ghano] ક્રોધી આને આસાંત છું.,angry
મારો બિમારી ના ઉપછાર [ni] છિંતા માને દરાવે આને વ્યાકુલ કરે છે.,fear
હું આજે [ghano] દુખી આને નિરાસ છું.,sad
હું આજે [ghano] દરો આને ગાભ્રાયો આને વ્યાકુલ છું.,fear
માને [ghano] [gusse] આને અંસંતોસા છે.,angry
હું આજે [ghano] નારાજ આને [gusse] મા છું.,angry
મારો operation [ni] તાિયારી ચાલ છે.,neutral
માને દિન મા ચાર વાર દાવા લેવી પદે.,neutral
માને આરોગ્ય [prati] વિસ્વાસ છે.,happy
હું ડોક્તર ના સુજાવ પ્રમાને રોજ yoga [karu] છું.,neutral
મારો ભાવિષ્ય આને જીવન [ni] છિંતા છે.,fear
ડોક્તર ના લાપરવાહી આને નિર્દયી વા્યવહાર થી માને ક્રોધ આને નારાજ થાયો.,angry
મારો જીવન આનંદ થી ભર્યો છે.,happy
હું ડોક્તર ના સુજાવ પ્રમાને દાવા લું છું.,neutral
માને [ghano] દર લાગાય છે આ ભયનાક મુસિબત થી.,fear
માને [ghano] દર લાગાય છે મારો પરિવાર [ni] છિંતા છે.,fear
માને [ghani] તકલીફો આને દરદ છે.,sad
હું આજ ખુબ ઉદાસ આને દુખી છું.,sad
હું આજે [ghano] ગાભ્રાયો આને વ્યાકુલ આને દરો આને છિંતિત છું.,fear
મારો જીવન આખિર [tak] દુખ છે.,sad
મારો રોગ જાલ્દી થીક થાય છે.,happy
આજે માને ડોક્તર ના ઉપછાર થી ખુબ આરામ મદ્યો.,happy
મારો દિલ [ghano] દુખી આને [rovi] રહ્યો છે.,sad
માને [ghano] છિંતા આને ભય આને દર આને ત્રાસ લાગાય છે.,fear
માને [ghano] [gusse] આને અંસંતોસા છે.,angry
મારો blood test સારો આવ્યો છે.,neutral
માને [ghano] સંતાપ આને દુખ છે.,sad
મારો રોગ સારો થાયો છે.,happy
માને આ સેવા થી [ghano] [gusse] આવ્યો છે.,angry
ડોક્તર ને માને વધુ આરામ આને સુો [va] [kahyu].,neutral
હું આજે [ghano] આસાંત છું.,angry
હું આજે [ghano] નારાજ છું.,angry
હું આજે [ghano] આસાંત આને ક્રોધ મા છું.,angry
ડોક્તર ને [kahyu] કે રોગ ગંભિર છે માને દરાયો થાયો.,fear
આ સેવા થી માને બિલ્કુલ સંતોશ નાથી માને [gusse] આવ્યો.,angry
હું બિલ્કુલ થાકેલી છું.,sad
માને [ghano] નારાજ આને ક્રોધ આવે છે આ અંન્યાય થી.,angry
માને [ghano] દર આને ભય આને ત્રાસ લાગાય છે.,fear
આ ધોખો આને અંન્યાય માને ક્રોધ [apave] છે.,angry
result સારો આવ્યો છે.,happy
માને ડોક્તર ને [bijo] test કર્વા [kahyu] છે.,neutral
આ online portal [par] appointment લેવી આને report મોકલી [sakay].,neutral
result સારો આવ્યો છે.,happy
હું આજે [ghano] દુખી આને બેબાસ છું.,sad
માને આજે online appointment લેવી આને ડોક્તર સાથે વાત કરી.,neutral
