text,sentiment,language
ह्या बाळाला हेच रमेश वाळुंज च्या वेळी नव्हते सुचले का,angry,mr
जो मराठी बोलत नाही तो महाराष्ट्र द्रोही,angry,mr
गद्दारांना हिसका दाखवण्यासाठी...आमच्याकडे आहे धगधगती मशाल.,angry,mr
त्या तीन टक्क्यात तांदूळ चोर नसेलच. मग मंत्री कोणाच्या वशिल्याने झाला?,angry,mr
"खडकवासला, पंढरपूर, कोल्हापूर, देगलूर पोटनिवडणुकात कुठे गेली होती तुमची महान संस्कृती??",angry,mr
हा हा तुझा मालक बोलणार आणि तूच ऐकणार साधी सेना सांभाळता आली नाही,angry,mr
तया आधी वर्ष तुमची सत्ता होती? काय दिवे लावले तुम्ही. वाट लावली पुण्याची.,angry,mr
मॅडम मानवतावादी आहेत म्हणे... कमाल झाली विचारसरणीची...,angry,mr
अय हिरो सभ्य भाषा वापर म्हटल कुठल्या भाषेत लिहिले ते नाही विचारल,angry,mr
त्यामुळे तर राजीनाम्यावर राजकारण चालु आहे,angry,mr
तुझा मेंडू गुडघ्यात आहे का मित्रा..? डिसेंबर ला कोण वाजवितो..,angry,mr
याचा अर्थ शरद पवार च वादळ निर्माण करतात आणि तुमच्या अंगावर टाकतात..,angry,mr
प्रशासन हे फक्त लोकांची गैरसोय करण्यासाठी आहे,angry,mr
महाविनाश आघाडीने शिवभोजन मधे भ्रष्टाचार केल्यामुळे झालंय हे..,angry,mr
"डोळे आलेत का? हिंदू, जात शब्द कोठे आहेत?",angry,mr
राहूल गांधीची तुलना प्रभू रामांसोबत हा अपमान आहे,angry,mr
हरनार म्हणून आता हे नाटक सुरु केले आहे,angry,mr
एक कीड कमी झाली मराठी ट्विटर वरची,angry,mr
विसरलात वाटते हत्त्या करणारे कोण-कोण होते देशाला मिडिया मार्फत माहीत आहे।,angry,mr
तुम्ही हल्ली गप्प गप्प असता काय झालंय ? हाकललं का ?,angry,mr
आनलेत का इथेही मधात हींदु?जमतच नाही ना.,angry,mr
बाई डोक ठिकाण्यावर आहे का?,angry,mr
तो फक्त उद्धव चोळीचा अधिकार नाही म्हणून..,angry,mr
किती पाडाव पण. काही मर्यादा,angry,mr
नाही पुन्हा जोमाने परत उभा राहील गद्दारराणा त्यांची जागा दाखवील,angry,mr
हा प्रश्न असा आहे की पाकीट शिवाय पत्रकारिता चालेल का ?,angry,mr
मुळात ऑप्शन चुकीचे आहेत... कायम केळ्याची साल उचलतील असा हवा...,angry,mr
तुमचे युटर्न शेठ काय फक्तं टोमणे मारायला आहेत का फक्तं.,angry,mr
हे त्या नेपाळी बेडकाना सांग आधी गद्दार,angry,mr
कोण स्वामीनारायण ? महाराष्ट्रात खऱ्या देवांची पुजा होते. हे स्वामीनारायण कोण ??,angry,mr
ह्यो वर्षे झाड उपडत होता आणि आता शिकवायला आलाय,angry,mr
या चोंग्याला बाळासाहेब आणि त्यांचे नेमके विचार माहित आहेत का ??,angry,mr
शिंदे च्या चिंध्या करणारच..! ही काळ्या दगडावरची पांढरी रेष आहे.,angry,mr
अभिव्यक्ती स्वातंत्र्य म्हणजे जे तुम्ही पायदळी तुडवत होता ते,angry,mr
या सगळ्यांना पाकिस्तान ला पाठवा... पुण्यात हा प्रकार घडणे हे खूप वाईट आहे,angry,mr
या माननीय केंद्रीय अर्थमंत्री मॅडमचा अर्थशास्त्र हा विषयच कच्चा आहे...,angry,mr
मूर्ख ते आहेत का तुम्ही,angry,mr
मौनमोहन सारखे मौन ठेवायला शिकला तरी पुष्कळ आहे,angry,mr
काही शेण किड्यांना असा राहूल गांधी फोटो बघितला की जाळ होतो......,angry,mr
एकाच मुलाखतीत दहा वेळा अभय मागितले होते...हे आपण सहज बघु शकता..,angry,mr
हा ला गाढव बोलला,angry,mr
"अनाजीपंतांची पिलावळ अजुन ही तसेच वागतेय, तेच निच “तिडे” चालुच आहेत.",angry,mr
"बरोबरच आहे, दसरा हा आनंदाचाच सण आहे तो हसराच असावा मिंधे-फोडणवीस सारखा नासका नसावा",angry,mr
अरे हा संदीप लाचार च आहे की..,angry,mr
हे सर्व लहानपनीच केल होता आता देश संभाळत आहे- अंध्भक्त,angry,mr
"महागाई,बेरोजगार कमी होईल का? ते बघा बुलेट ट्रेन गरिबांसाठी नाही. गरज पण नाही.",angry,mr
थँक्यू बँक्यू म्हणायची पद्धतच नाही का तुमच्याकडे,angry,mr
टच केले तर राजीनामा देणार होता गद्दार.... आता काय?,angry,mr
"बाहेर एकनाथ शिंदे आत दुसरा शिंदे,ते हि कन्फर्म नाही..खोटी पत्रकारिता",angry,mr
दोघे ही चारित्रवान आणी सचोटीच्या महान व्यक्तींना बाहेर ठेवण्याचा अपेक्षित निर्णय.,angry,mr
तुझ्या मालकाला त्याच्या बापाचं स्मारक स्वतःच्या जागेवर स्वखर्चाने बांधायला सांग.. जनतेच्या बोकांडी का खर्च,angry,mr
म्हणजे बीजेपी ने असेच सगळ्या जागा सोडून द्यायला पाहिजे..,angry,mr
कमी फेका जरा जणा नाही तर मनाची ची तरी लाज बाळगा मिंधे गट सेना,angry,mr
वेस्टर्न कलचर करता करता हे भलतच सुरू झालं,angry,mr
"किती वैफल्यग्रस्त, दुसऱ्यांचे आई - वडीलाला हिसकावून, आपल्या अनिष्टेचा राजकारण करायचे, कसे वाटते ,",angry,mr
ऐकले तर काय झाले? तुमचा खड्डा नाही का रंगा बिल्ला च ऐकत,angry,mr
अर्धवट माहिती पसरवू नकोस रताळ्या,angry,mr
"बसतात कि, त्यांना पण हागायला येती कि.",angry,mr
"ऍडझ.. रस्ता ची काम करा आधी, कुत्र्यागत इथं कशाला भूकंतो",angry,mr
"दादा, जो हिंदी भाषिक नाही तो हिंदू नाही असा म्हणायचं आहे का तुम्हाला?",angry,mr
राजकीय नेत्यांप्रमाने सरकारी अधिकारी आणि कर्मचारी यांची सुद्धा चौकशी व्हायला हवी का ?,angry,mr
तुमचा हा पत्रकार पत्रकारिता सोडून राष्ट्रवादीचीच जास्त तळी उचलतो,angry,mr
घराणेशाही चालणार पण बाळासाहेबांच्या विचाराचे तुझे पप्पा नाहीत आणि तू तर मुळीच नाही,angry,mr
आमची पन्नास साठ एकर विकून सुद्धा तुमच्या त्या फ्लॅट ची बरोबरी होणार नाही,angry,mr
आन हे सर् माझ्यावर खापर फोडत आहेत,angry,mr
उध्दव ठाकरेंनी तुझ्या आईच्या बोच्यांत काय लंड घातला होता का,angry,mr
असेल हिम्मत तर मनसे नी उमेदवारी द्यायला हवी होती,angry,mr
"गृह खात काय कुरळे केस विंचरायला, घेतले आहे का?",angry,mr
बंगल्यावर नेऊन मारलं म्हणून दिलाय काय अवॉर्ड ....?,angry,mr
गर्वाचे घर खाली..हि म्हण उद्धव ठाकरेंना तंतोतंत लागू पडतेय..,angry,mr
शिवसेना पक्ष प्रमुख श्री उध्दव बाळासाहेब ठाकरे त्यांच्या बापाची नाही कुणाच्या आईरया गैरया बांडगुळाची,angry,mr
तुरुंगातल्या शौचालयात गैरसोय झालेल्या आपल्या पार्श्वभागावर,angry,mr
घाणेरड्या विचारांचे / आहेत हे वडापाव सैनिक,angry,mr
सत्ताधारी असून धमक्या द्यायचे काम करतात भाजपाच्या मॅडम.,angry,mr
त्या ला नको करूस… अती आहे तो,angry,mr
आता हे सांगणार खालची पातळी कशाला म्हणता,angry,mr
अडाणी आहे महारष्ट्र चे मुख्यमंत्री,angry,mr
असले करन्यामुळे भाजप देशा मधून लवकरच नामशेष होणार आहे,angry,mr
हिसका ? लोकप्रतिनिधींवर हल्ला करणे हि आतंकवादी प्रवृत्ती आहे ...,angry,mr
शेवटी शेवटी बाळासाहेब दबावाखाली च होते आता सगळं उघड होईल हळू हळू,angry,mr
हे तीन राणे मानव म्हणून जन्माला आले हाच अपवाद आहे,angry,mr
माती तर खाल्लीच होती... आता शे....!!,angry,mr
हा तुमचा हक्क रावत्या च्या वेळी कुठे गेला होता?,angry,mr
एव्हढा पैसा कोठून आणला याची पण ईडी मार्फत चौकशी हौणार का? .....,angry,mr
"देशासाठी, धर्मासाठी उपाशी राहू शकत नाही का तुम्ही. देशद्रोही, आतंकवादी कुटचे.",angry,mr
बाकी सगळे मार्ग खुंटले की ते रामाचा आणि पाकि स्तानचा धावा करतात,angry,mr
अहो हे पाळलेले पत्रकार आहेत,angry,mr
संडास साफ करणारा होता मग तुझे काय मत आहे,angry,mr
लक्ष्मी चालते का.... भ्रष्टाचाराच्या चिखलात प्रकटलेली ...,angry,mr
आता बाहेर पडायलाच पाहिजे यांची लायकी यांना दाखवावी लागेल..,angry,mr
षडयंत्र म्हणतात ते आहे हे सगळं,angry,mr
"हा बघा ‘हा’! याचा सगळा स्टंट पोलिसांनी बाहेर काढला, जशास तसं उत्तर!",angry,mr
यांनी जर ला जर राजीनामे दिले असते तर महाराष्ट्रात आज हे दिसले पण नसते,angry,mr
ही ह्या भाजप वाल्या लोकांची लायकी....!,angry,mr
सगळ्या ला माहिती बाळासाहेबांची शिवसेना कुठे ती तुझ्या सारख्या अंधभक्त सोडून,angry,mr
सदावर्ते चा युक्तिवाद आणि स्टाईल पाहून जज राजीनामा देतील ...,angry,mr
बाप लोकांनी मिळून कितीही कारस्थान केलेत तरी ते उध्वस्तच होणार......!!!!!.,angry,mr
जसा माढा मधून पळून जाण्याचा निर्णय घेतला होता तुमच्या साहेब ने,angry,mr
या संजय महाशयांचा फोटो दिसला की मालामाल विकली मधल्या लॉटरी जिंकणाऱ्या बेवड्याचा चेहरा आठवतो.....,angry,mr
आतापर्यंत झोपला होता का,angry,mr
तंबाकू पुडी देण्यात येणार आहे तुम्हाला...,angry,mr
"अशी किती लोकांना सूचना दिली, सगळे फेक दावे आहेत",angry,mr
निवडणूक कोणाला लढवायची होती उद्दिष्ट वेगळेच होते सफल झाले बसा बोंबलत आता,angry,mr
अच्छा... याच साठी मुरळी भैय्यांनी पुण्यात चाचणी साठी व्यवस्था केलीय का????,angry,mr
"तुतीया,तु काही कमी कोल्हा आहे.",angry,mr
मी म्हणूनच हे बघून लोकमत पेपर बंद केला आज पासून...... चाटा,angry,mr
अरे हा लबाड कोल्हा आहे का अजून...इतके दिवस कुठे लपून बसला होता,angry,mr
मंग चुत्या तुझ्या आहे का ?,angry,mr
जशी तुमची जळजळ वाढली आहे सत्तांतरानंतर... जळजळीपेक्षा कार्यतत्परता कधीही चांगलीच..,angry,mr
कलाकार मंडळी सगळ्याला कंटाळले असून 'ट्रोलिंग नको रे बाबा' असं म्हणत आहेत.,angry,mr
"नितेश राणे नाही हा, हा नितेश थापा आहे.",angry,mr
अन् हे बेनं गृहमंत्री होतं एकेकाळी.....,angry,mr
"मुतरा सर्वात अगोदर फुटणार, नंतर वांगेवाली काकू श प गटाची अध्यक्ष होणार...!!",angry,mr
आत्ताच निवडणूक आहे हे दळभद्री आहे,angry,mr
आम्हीं स्वस्तात पेट्रोल विकतो असा बोर्ड लावून पेट्रोल पंप बंद करून निघून जाणे,angry,mr
"भक्तांनो फकीर तोच आहे, पण बदलत नाहीये.",angry,mr
अंधेरी पूर्व विधानसभा पोटनिवडणुकीतून भाजपची माघार. आता सहानुभूतीला हे आपला विजय समजून वेड्यासारखे नाचणार!,angry,mr
जे गेले होते त्यांना हाकलून द्या गद्दार आहेत ते,angry,mr
शालीतून जोडे मारण्यापेक्षा असे एकदम समोरून मुस्कटात मारलीत तुम्ही,angry,mr
त्या पत्रा चाळीत राहणारे लोकांना पण विचारा त्यांची पण आई आहे,angry,mr
ऋतुजा लटकेंचा राजीनामा स्वीकारत नव्हते तेव्हा कुठे गेला होता राज साहेब,angry,mr
महाविकास आघाडी आहे म्हटल्यावर तुमच्या वडिलांचा फोटो टाकायचा का?,angry,mr
दिल्ली समोर झुकणार नाही बोलणारे आता झुकत जाणार का,angry,mr
"बघ आता कोण फूस झाला ते? हाडकाची चिंता कर, तेही मिळणार नाही नंतर",angry,mr
तस काही नाही हा कळसूत्री बाहुली आहे...,angry,mr
छत्रपतींच्या सुरत लुटीचा राग अजूनही काळ्या टोपी वाल्यांना आहे.,angry,mr
ते तर संपूर्ण देशाला माहिती होते पण तुम्ही समोर आले फक्त एवढाच फरक,angry,mr
"हा महाराष्ट्राचा अपमान आहे, हा मुंबई तोडण्याचा डाव आहे, वैगरे वैगरे",angry,mr
फितूर इतिहासात पण होते आणि वर्तमानात पण आहे,angry,mr
आरोग्य केंद्राची अवस्था पिसाळल्यागत झाली आहे त्याच काय.......,angry,mr
तुमची का फाटली ते अख्खा महाराष्ट्र जाणून आहे पळकु टे कुठले,angry,mr
केवळ हास्यास्पद आहे हे...,angry,mr
उपकार करतो का मस्तीत नाही बोलायचं आधीच,angry,mr
प्रकाश जर जाणकारांनी टाकायचा तर तुमची मशाल काय फक्त मिरवायची निशाणी आहे का,angry,mr
"उगाच नाही ""मंद सैनिक"" आहेत हे ... अगदी मतिमंद...",angry,mr
"इंग्लिश मीडिया आणि प्लेअर दोघांची खूप जळफळाट होत, काही यांच्या प्रमाणे झालं नाही की....",angry,mr
अंध भक्ति आणि अंध भक्त ह्याना समजवन म्हणजे अवघड़ जगेच दुखन,angry,mr
"शिवसेना बायोडिग्रेडेबल आहे त्यामुळे आधी सडली, . वर्षांत मध्ये मातीस मिळाली",angry,mr
"नाहीतर काय, ठगाशी व्हावे ठग... हे आपले संतच सांगून गेले ना",angry,mr
मग आम्ही अस म्हणायचं का ला मत म्हणजे बलात्कारी आणि दहशतवाद्यांना मत?,angry,mr
तिकडे काय खेळतात ही लोकं....इकडे या म्हणावं...,angry,mr
"हा पोराचा पक्ष आहे,,, बापाचा पक्ष म्हणजे बाळासाहेबांची शिवसेना",angry,mr
अरे हा काही बोलतो,angry,mr
पण तुझी लायकी सर्वांना कळली! तू राऊत आहेस नाम ही काफी है!,angry,mr
वाह वाह वाह म्हणून भाड्याने देता पक्ष नै का,angry,mr
ते बाळासाहेबांचे सैनिक आहेत तुम्ही मोदी भक्त होते का,angry,mr
स्त्री ही पुरुषापेक्षा स्त्रीची जास्त दुश्मन....हे दाखवून दिलं,angry,mr
तो कोण लागून गेला मोठा..आणि आधी चुतीयागत बडबडून आई घातल्यामुळे ही वेळ आली.,angry,mr
"तुला आई ची जान आहे का ? तुझ्याने लिहीन होत का ते बघ आधी,बिनडोक",angry,mr
घरी बसा मिंदे गट तुमच पत्ता कट करणार आहे,angry,mr
कोणाच्या सहानभुतीची गरज नाही उध्दव साहेबाना... विरोधकासाठी शिवसैनिकच पुरेसा आहे. जय महाराष्ट्र...,angry,mr
नालायक आहेत हे शेणके.,angry,mr
भातखळकर साहेब गद्दारांना बोलल्यावर भाजपला का लागावं? गद्दारांशी नातं काय?,angry,mr
याला ब्रह्मास्त्र नाही खालच्या पातळीचे राजकारण बोलतात,angry,mr
तूच उतर तसही तुला काही काम धंदा नाही,angry,mr
हत्ती वर भुंकणाऱ्या कुत्र्यांना हत्ती भिक घालत नाही,angry,mr
आमदार/खासदार/नगरसेवक खरेदी साठी पैसे आहेत सरकार कडे... पण गोरगरीब जनतेच्या मुलांच्या शिक्षणासाठी नाही.,angry,mr
एक्सट्रा व्हिजन चे ब्लब आहेत डोळ्यात माझ्या,angry,mr
तुम्ही राजकारण सोडून द्या ही असली अभद्र टीपणी शोभत नाही,angry,mr
हे बेक्कार होतं...,angry,mr
अगदी बरोबर आहे माहिती न घेता बोलू नका,angry,mr
: केरे यांनी आंदोलनाच्या नावाखाली पैसे घेतल्याची पोस्ट सोशल मिडीयावर फिरत होती.,angry,mr
शिंदेंनी त्यांची तलवार कुठं घुसवली आहे अजून कळलं नाही का..,angry,mr
साहेब हया वेडी कुठे जिले होते हैं तुमचे विचार ?????,angry,mr
ईतके दिवस झोपले होते का? # गेम प्लॅन फसला म्हणुन सगळं नाटक आहे.,angry,mr
"अभिनंदनपण मराठा आरक्षण हे मधून %च्या आत लवकर द्याल हीच अपेक्षा,,",angry,mr
मोदी ला नवाज शरीफ ही जवळचे वाटणे रक्तस्वाभाविक आहे.,angry,mr
"सरळ ""राम नाम सत्य है"" लिहून मोकळे व्हा..!",angry,mr
हिच्या मेंदूला खरच सोनखताची गरज आहे. कायबी बरळते,angry,mr
"ते ""गोडबोले"" होते म्हणून चवताळले बाकी काही नाही.",angry,mr
लोकांना उगाच मोठं करण्याची मीडियाची ट्रिक असते हि..,angry,mr
तु चाट्या आहेस का का काथ्या ?,angry,mr
च्या कुत्र्यांनी सामना नीट वाचला नाही,angry,mr
हा सल्ला फक्त दृष्टिहीन (अंध भक्त) लोकांसाठी आहे,angry,mr
कपट तर स्वतः उद्धव टाकरे ह्यांनी पण केलं म्ह ही अवस्था झाली!,angry,mr
यावरून एक समजले की मतांसाठी काय पण...!!,angry,mr
बा ला का नाही विचारले भोसरी च्या,angry,mr
सगळे पुरुष इतके आळशी का असतात.. संशोधनाचा विषय आहे,angry,mr
याची माईंडसेट पाकिस्तानी आहे असे वाटते.,angry,mr
भाजपच्या कोणत्याच खासदार आमदाराची व नेत्यांची कधीच चौकशी होत नाही!,angry,mr
निवडणुक आयोगाच सोडा.. तुम्ही सी डी च्या दबावाखाली काम करीत आहात...!!!,angry,mr
"मुंजीच्या भुर्जी भाजपाच करणार, कारण पडणार हे पक्के आहे.",angry,mr
देव अक्कल वाटत असताना हे साहेब झोपले होते. त्याचा हा परिणाम.,angry,mr
हा राखीचा अपमान आहे.,angry,mr
कोणत्या बाळासाहेबांची शिवसेना आहे बाळासाहेबांची शिवसेना म्हणजे बाळासाहेब ठाकरे यांची शिवसेना नाही तुमची,angry,mr
दादाची मी मारायच्या अगोदर तुम्ही मारली अन्याय आहे हा,angry,mr
"फरक स्पष्ट आहे, राष्ट्र भक्त आणि देश द्रोहायत..",angry,mr
म्हणजे शिवसेनेच्या नेत्यांना अक्कल नव्हतीच कारण ते आपला पक्ष वाचवू शकले नाहीत!,angry,mr
काकू हे सल्ले भाजप नेत्यांना द्या जे मुलींना जबरदस्तीने वेश्या व्यवसायासाठी प्रवृत्त करतात,angry,mr
छगन जसं तुझ्या घरात तुझ्या बापाचा फोटो आहे तसाच कळलं का येड्या भोकाच्या,angry,mr
आरोग्यमंत्र्यांच तोंड आहे की गटार??? म्हणे आताच मराठ्यांना आरक्षणाची खाज का??,angry,mr
अशाच लोकामुळे पक्ष चालतो! लोकशाही नाही!!,angry,mr
कोणता माल मारला म्हणायचा आज......? गुजरात की व्हाया आसाम असो आपल्या काय.....,angry,mr
इतके दिवस अशी घाण पक्षात का होती यांच्या,angry,mr
आपल्या गोबर भक्त व गद्दाराच्या डांगीला लावा...,angry,mr
हातभार नाही. हे त्याचंच कारस्थान आहे.,angry,mr
नवऱ्याने बायकोच्या पदराआड लाच खायचे काम केले,angry,mr
पैसे पोस्ट प्रमाणे मॅम तुम्ही अंध भक्ति म्हणून स्वतःच्या आत्म्याला विकल,angry,mr
आपलं मुळ नाव आगलावे आहे का?,angry,mr
स्वताच्या विभाग वर ज्या मंत्र्यांना विश्वास नाही असले मंत्री काय उपयोग चे,angry,mr
ही बाई शिवसेना उद्धव बाळासाहेब ठाकरे ह्यांचं हिंदुत्व सांगणार आणि झाकणझुले तिची वाह वाह करणार,angry,mr
बघा किती खोट बोलतात हे. तुम्ही कमीतकमी ट्विट तरी करा,angry,mr
तूम्ही कोंबड्या चोरायच काम चालू ठेवा बाकीचं नंतर बघू,angry,mr
हे तर बरोबर आहे तुमचं का पोट दुखतय,angry,mr
वाहतुकीचा दंड का लावला जातो त्या हेतूचीच खिल्ली उडवण्यासारखं आहे हे....,angry,mr
काय गरज नाही गरीब च्या घरावर किती हले होतात कोणी बगतंय का,angry,mr
लाळ चाटायचं बंद करा कमीत कमी महाराष्ट्राच्या भल्याकर्ता तरी,angry,mr
"तुझ्यासारख्या लोकांनी फॉलो बॅक द्यावा म्हणून मुलीचा फोटो ठेवला,",angry,mr
खतपाणी घालणारी आपलीच काही हिंदू लोकं आहेत,angry,mr
रेल्वेची दौंडकरांसोबत सापत्न वागणूक....कमी गाड्या आणी अनियमित वेळापत्रक,angry,mr
याला म्हणतात भक्ती... धन्य ते अंध भक्त आणि त्यांची भक्ती,angry,mr
"सर्वांसाठी ही एक मोठी उपलब्धी आहे, चाटुकर",angry,mr
उगा नाटकी करू नको.. आणि नीट धर ती प्रतिमा...,angry,mr
"ताई, सरड्यासारखा कसा रंग बदलता आला तुम्हाला? नेमकं माणूसच आहात ना..",angry,mr
मीडियावाले आणि विरोधी विचाराचे भक्तांना विरोध म्हणून चित्रपट पहायला जातील..,angry,mr
ह्यांना एकदा आपलं रामायण एकवावे लागेल सर.... चुकीचे रामायण वाचत आहेत हे!,angry,mr
शिरसाठ फुटला तर फुटला .आता हा आला पुन्हा मदतीला,angry,mr
"तुम्हाला देशाशी काही घेण देण आहे का. तुम्ही भक्ती करा, आम्ही जनता विचार करू.",angry,mr
"पंढरपूर, देगलुर, कोल्हापूर उत्तर या विधानसभेच्या पोटनिवडणुकीत संस्कृती, परंपरा कुठे गेली होती.",angry,mr
अशी धमकी देते म्हणजे तुम्ही देव झालात की काय...,angry,mr
लाज काढली आज उद्धव साहेबांनी पण समोरचा तर नर्लज्ज आहे,angry,mr
हि सगळी नाटकं आहेत...,angry,mr
बेक्कार होतं हे,angry,mr
साहेब आपलं सरकार असताना का नाही विषय मांडलात काम लवकर झालं असतं,angry,mr
ते नावाचं काही असत का?,neutral,mr
मोलाचा सल्ला दिला माणिक भाऊ,neutral,mr
खरोखर आपलीच मीडिया होती बहुतेक,neutral,mr
साखर निर्यात कोटा काही दिवसांत जाहीर होणार,neutral,mr
भो...! टोमणे देणं सगळ्याला जमत पण सांभाळून घेणारे खुप कमी असतात,neutral,mr
दादर मुंबई मंडळ असे आहे ते मराठीत.,neutral,mr
मी अगोदर ची भाषणे ऐकली आहेतत्यामुळे काही भिडलं नाही,neutral,mr
तू अमरावतीत जा आणि हनुमान चालींसा म्हण,neutral,mr
हे असे विनोद व्हॉट्सअँप वर येतात की आली लहर आणि केला कहर,neutral,mr
लोकमतवाले पण मस्त जोक मारतात,neutral,mr
काही नवीन आहे का मॅडम आपल्या कडे,neutral,mr
गाव जेवल्यावर जलेबी मागत आहे ‌,neutral,mr
खाजगीकरणाला आमचा विरोध नाही पण...!,neutral,mr
विश्लेषण : उद्धव ठाकरे आणि एकनाथ शिंदेंना ‘त्रिशूळ’ हे पक्षचिन्ह का मिळालं नाही?,neutral,mr
घे डबल संघटना आहे बहुतेक..,neutral,mr
"काय बाई हा अट्टाहास, मागील महिन्यात कुठे होतात ताई ? जय महाराष्ट्र",neutral,mr
"तुम्ही असं कोणते गाणे ऐकले आहे, जे तुमच्या चालू आयुष्याशी संबंधित आहे.",neutral,mr
एक पण झाले नाही काम,neutral,mr
राहतील असे म्हणायचे आहे का,neutral,mr
बोनस गुण मुले नुकसान होत आहे,neutral,mr
सध्या सुरु असलेल्या पावसामुळे नुकसान झाले की आहे हिशोबात???,neutral,mr
कमी आहे काय तुमचं वजन ..,neutral,mr
मग दर का कमी होत नाही?,neutral,mr
पडत आहेत त्यामुळे ट्राफिक ची समस्या कमी होत आहे,neutral,mr
असे हवेत ना,neutral,mr
श्यामची आई ऐकल होत राव हे नवच वाटत आहे,neutral,mr
सत्तेत असताना मोठी भरती होणे शक्य नाही... सगळ्या जागा च्या निडणुकांपूर्वी येतील..,neutral,mr
"""आत्महत्या रोखण्यासाठी सरकार प्राधान्याने काम करत आहे."" -मुख्यमंत्री एकनाथ शिंदे",neutral,mr
तुम्ही जाहिराती का करतात ?,neutral,mr
तुम्ही काय काम केले ते असा एक लिस्ट बनवा,neutral,mr
मागच्या मध्ये तुमची आहेत.,neutral,mr
तुम्हाला तरीपण जाणवणीची आवडती आहे,neutral,mr
बाळासाहेबांना ज्याच्या हातचं जेवणं आवडायचं ते 'थापा शिंदेगटात का गेले?' यावर शिवसेनेची पहिली प्रतिक्रिया,neutral,mr
म्हणजे वसंत ऋतु का,neutral,mr
"मग देगलूर, पंढरपूर, कोल्हापूर हे महाराष्ट्रा बाहेर आहेत का?",neutral,mr
चांगली सुरुवात चांगला उपक्रम मुख्यमंत्री साहेब,neutral,mr
सर्वात मोठं धर्म होता.,neutral,mr
"बस थांबवून काचेवर तंबाखू लावतात, त्यामुळे पाणी शोषले जाऊन अंधुक न दिसता स्पष्ट दिसते.",neutral,mr
हा फोटो टाकला आहे ना....,neutral,mr
तान्या सावंत हा सज्जन माणूस आहे,neutral,mr
"या दोघांमध्ये साम्य आहे दोघांचे पण लग्न होत नाहीये, आपसात समेट घडवून आणावा.",neutral,mr
आता ही कोणीही कॉल उचलत नाही आहे,neutral,mr
हा चांगला रित्या योगायोग झालं आपल्यासाठी.,neutral,mr
"आता पक्षनेते आभार कोणाचे मानतील, राजसाहेब, पवारसाहेब का फडणवीस साहेबांचे,",neutral,mr
काही नाही सोयरिक जोडायची आहे,neutral,mr
"…म्हणून मिथून चक्रवर्तींशी भांडल्या होत्या हेमा मालिनी, ‘इंटिमेट’ सीनबद्दलही बोलल्या ‘असे’ काही",neutral,mr
मनसे वाल्याचे नंबर सेव्ह नाही का ?,neutral,mr
"तेवढं ते काकांना पंतप्रधान बनवायचं आहे, त्याचं बघा ना काय होतंय का",neutral,mr
आपणा सर्वांना मकर संक्रांतीच्या मनापासून शुभेच्छा! तिळगूळ घ्या गोड गोड बोला…,neutral,mr
तुम्ही त्या वेळेस कुठे होता आणि शांत का होता,neutral,mr
मला होत माहिती... यांचे कांड खूप मोठे आहेत,neutral,mr
"इतकं पण समर्थन करू नये, भाजप ला ही निवडणूक तशीही जड झाली होती",neutral,mr
रडयाने हिरवी शाल पांघरली आहे.,neutral,mr
"दिवाळीपूर्वी ग्राहकांना झटका ; सोने-चांदीच्या किमतीत आज झाला ‘हा’ बदल, त्वरित तपासा नवे दर",neutral,mr
प्रवीण राऊतचा आणि संजय राऊतचा नामसाधर्म्य आणि काही वैयक्तिक ओळखीचा संबंध असू शकतो,neutral,mr
कारवाही होईल की नाही आज तरी,neutral,mr
हा मार्ग लातूर मधून जाणार होता !!! त्यात बदल का केलेत,neutral,mr
देशाचा सगळ्यात महत्वाचा मुद्दा आहे,neutral,mr
कुठे झाल हे,neutral,mr
दत्तात्रेयाची कृपा संपादन करण्यासाठी साहाय्यक सनातनचे ग्रंथ आणि चैतन्यदायी उत्पादने उपलब्ध !,neutral,mr
आबाजीब नाही आणि आता तर नकोच,neutral,mr
नव-नवीन प्रयोग होत आहेत...,neutral,mr
ही आयडिया भारी आहे मात्र,neutral,mr
शिवसेना राष्ट्रवादीत केव्हाच विलिन झाली आहे.हे पचवायला आवघड वाटत आसले तरी खरे आहे.,neutral,mr
दौरा रद्द केला तो आजुन ही घेता येत नाहीये,neutral,mr
म्हात्रे तर सगळेच असतात पण मात्र तुम्हीच,neutral,mr
स्वबळाच्या नादात एक निवडून यायचा नाय,neutral,mr
नाही पण निदान माहीती खरी व सर्मपक असते..,neutral,mr
नाशिकमधील आदिवासी बहुल भागात ‘स्टाँबेरी’विक्रीतून ‘नवसंजीवनी’ ./--…,neutral,mr
उद्या उपास करायचा त्यामुळे आज पोटभर खाल्लेले बरे.,neutral,mr
टक्के वास्तव आहे..........,neutral,mr
मग ठीक आहे,neutral,mr
आता बस झाल हातातोंडाशी आलेला घास काढून घेऊ नको,neutral,mr
आजच पूर्ण पुस्तक प्रकाशित करणारं आहेस का..नुसत्या चारोळ्या आणि कविता.,neutral,mr
बहिण-भाऊ यांच्यातील प्रेमाचे आणि विश्वासाचे प्रतीक असणाऱ्या रक्षाबंधन सणाच्या हार्दिक शुभेच्छा!,neutral,mr
